frame,track_id,x1,y1,x2,y2,image
0,1,1968.5433,556.8395,2593.8354,923.88464,cam_3_1690272026_03-00-26.jpg
0,2,529.5918,549.791,924.43036,1059.0332,cam_3_1690272026_03-00-26.jpg
0,3,1606.0256,458.53387,2064.311,704.15314,cam_3_1690272026_03-00-26.jpg
0,4,1536.8801,437.34253,1892.7582,646.58044,cam_3_1690272026_03-00-26.jpg
0,5,1857.4227,519.1387,2392.5527,821.3326,cam_3_1690272026_03-00-26.jpg
0,6,1710.6279,489.6485,2178.7598,759.39374,cam_3_1690272026_03-00-26.jpg
0,7,593.7739,385.6811,963.9226,676.53644,cam_3_1690272026_03-00-26.jpg
0,8,1634.2393,208.18365,1969.1097,387.297,cam_3_1690272026_03-00-26.jpg
0,9,1894.8875,205.34167,2259.0237,402.00525,cam_3_1690272026_03-00-26.jpg
0,10,445.84436,330.9602,803.9728,591.5218,cam_3_1690272026_03-00-26.jpg
0,11,1490.5226,397.346,1822.9594,594.5239,cam_3_1690272026_03-00-26.jpg
0,12,2478.399,466.39853,2733.709,628.14343,cam_3_1690272026_03-00-26.jpg
0,13,364.87442,323.59308,785.77795,472.4861,cam_3_1690272026_03-00-26.jpg
1,1,1963.259,567.35406,2579.5498,919.07294,cam_3_1690272101_03-01-41.jpg
1,2,537.20825,563.16394,986.5046,1085.493,cam_3_1690272101_03-01-41.jpg
1,3,1605.6742,464.07343,2061.9446,702.4421,cam_3_1690272101_03-01-41.jpg
1,4,1534.1895,439.3624,1898.9716,649.1926,cam_3_1690272101_03-01-41.jpg
1,5,1858.6061,528.117,2414.2258,814.79706,cam_3_1690272101_03-01-41.jpg
1,6,1707.4658,495.73975,2178.7485,755.41846,cam_3_1690272101_03-01-41.jpg
1,7,518.1237,448.09665,873.8095,836.0175,cam_3_1690272101_03-01-41.jpg
1,9,1912.8134,226.37595,2288.972,413.0688,cam_3_1690272101_03-01-41.jpg
1,10,516.42804,350.8623,716.937,563.10126,cam_3_1690272101_03-01-41.jpg
