frame,track_id,x1,y1,x2,y2,image
0,1,1222.7207,606.2378,1954.229,1113.2522,cam_1_1690272026_03-00-26.jpg
0,2,822.8159,464.6468,1539.3477,912.65546,cam_1_1690272026_03-00-26.jpg
0,3,3673.9644,815.8738,4193.282,1216.7598,cam_1_1690272026_03-00-26.jpg
0,4,2789.4072,558.02856,3068.523,961.25543,cam_1_1690272026_03-00-26.jpg
0,5,2362.2585,416.17987,2546.3708,734.88153,cam_1_1690272026_03-00-26.jpg
0,6,1772.3723,610.526,2079.128,798.1151,cam_1_1690272026_03-00-26.jpg
1,1,1215.4904,693.1848,1761.11,980.6341,cam_1_1690272101_03-01-41.jpg
1,2,827.93787,470.9985,1558.5934,823.1732,cam_1_1690272101_03-01-41.jpg
1,5,2301.7007,403.14993,2454.081,673.1237,cam_1_1690272101_03-01-41.jpg
1,6,1690.2634,608.6629,2080.0405,807.53564,cam_1_1690272101_03-01-41.jpg
2,1,1206.6836,704.9505,1744.9584,955.7056,cam_1_1690272191_03-03-11.jpg
2,2,818.46857,463.8519,1555.6063,898.6943,cam_1_1690272191_03-03-11.jpg
2,5,2239.3052,385.01453,2384.2554,642.38336,cam_1_1690272191_03-03-11.jpg
2,6,1682.5453,605.2342,2080.8896,806.0176,cam_1_1690272191_03-03-11.jpg
2,8,3146.9453,620.7655,3560.5618,1060.6198,cam_1_1690272191_03-03-11.jpg
2,9,2628.1472,477.94077,2807.229,820.28796,cam_1_1690272191_03-03-11.jpg
2,10,903.73004,425.24103,1566.6703,596.6327,cam_1_1690272191_03-03-11.jpg
3,1,1206.477,707.9459,1734.6622,954.0083,cam_1_1690272281_03-04-41.jpg
3,2,818.40326,465.931,1554.288,914.0911,cam_1_1690272281_03-04-41.jpg
3,5,2137.1335,360.882,2518.795,646.9819,cam_1_1690272281_03-04-41.jpg
3,6,1703.799,604.26117,2083.8542,804.2885,cam_1_1690272281_03-04-41.jpg
3,8,3141.8262,617.87646,3510.0125,1059.6147,cam_1_1690272281_03-04-41.jpg
3,9,2632.1921,480.45316,2824.2942,825.061,cam_1_1690272281_03-04-41.jpg
3,10,923.2474,429.52408,1580.5443,597.65924,cam_1_1690272281_03-04-41.jpg
4,1,1207.8204,710.61694,1727.3113,956.92706,cam_1_1690272341_03-05-41.jpg
4,2,818.8332,469.87027,1558.5582,921.0707,cam_1_1690272341_03-05-41.jpg
4,5,2113.3352,362.49393,2499.117,634.4847,cam_1_1690272341_03-05-41.jpg
4,6,1712.3627,603.57776,2085.4229,801.13586,cam_1_1690272341_03-05-41.jpg
4,8,3140.6956,614.79065,3490.5342,1060.1467,cam_1_1690272341_03-05-41.jpg
4,9,2618.3838,494.69415,2912.7473,825.0,cam_1_1690272341_03-05-41.jpg
4,10,933.3418,422.29794,1571.7898,581.3969,cam_1_1690272341_03-05-41.jpg
5,1,1209.6876,697.8762,1826.4563,957.23615,cam_1_1690272491_03-08-11.jpg
5,2,832.1174,458.91708,1551.3298,928.55646,cam_1_1690272491_03-08-11.jpg
5,5,2126.9514,373.03992,2528.731,636.6689,cam_1_1690272491_03-08-11.jpg
5,6,1718.4392,605.7067,2086.3484,800.7919,cam_1_1690272491_03-08-11.jpg
5,9,2628.8325,516.3723,3045.6821,809.10913,cam_1_1690272491_03-08-11.jpg
5,10,906.23785,421.08725,1564.226,621.5474,cam_1_1690272491_03-08-11.jpg
5,13,2416.9333,444.9805,2738.4504,745.49646,cam_1_1690272491_03-08-11.jpg
5,4,2669.5237,607.1208,3286.9124,1017.45,cam_1_1690272491_03-08-11.jpg
6,1,1211.0271,694.34,1871.7451,956.57355,cam_1_1690272551_03-09-11.jpg
6,2,820.86426,447.10623,1529.2975,942.3649,cam_1_1690272551_03-09-11.jpg
6,5,2137.1245,379.37164,2545.008,640.5478,cam_1_1690272551_03-09-11.jpg
6,6,1693.3062,606.473,2082.0735,802.48126,cam_1_1690272551_03-09-11.jpg
6,13,2450.4753,456.30606,2743.9785,754.24164,cam_1_1690272551_03-09-11.jpg
6,14,2663.9087,522.58826,3101.4812,667.5205,cam_1_1690272551_03-09-11.jpg
6,4,2652.7021,605.7143,3287.1973,1023.5534,cam_1_1690272551_03-09-11.jpg
7,1,1211.5728,694.69995,1905.8079,955.18787,cam_1_1690272626_03-10-26.jpg
7,2,799.71533,458.21613,1528.8849,940.7156,cam_1_1690272626_03-10-26.jpg
7,5,2140.7463,383.16504,2546.1917,644.48987,cam_1_1690272626_03-10-26.jpg
7,6,1693.5947,604.65674,2086.2744,801.721,cam_1_1690272626_03-10-26.jpg
7,13,2464.3025,456.74603,2746.16,748.18976,cam_1_1690272626_03-10-26.jpg
7,4,2591.9688,740.60095,3379.616,1317.1898,cam_1_1690272626_03-10-26.jpg
7,9,2667.3503,531.2596,3175.8416,857.22766,cam_1_1690272626_03-10-26.jpg
7,10,779.7754,421.6649,1393.4261,601.8483,cam_1_1690272626_03-10-26.jpg
8,1,1198.7754,697.95416,1890.6643,957.38385,cam_1_1690272866_03-14-26.jpg
8,5,2144.1653,384.1747,2545.5774,643.84485,cam_1_1690272866_03-14-26.jpg
8,6,1705.0255,611.5529,2080.2183,794.26117,cam_1_1690272866_03-14-26.jpg
8,13,2476.1665,465.46637,2766.1487,749.3941,cam_1_1690272866_03-14-26.jpg
8,4,2526.1091,785.0665,3482.366,1412.974,cam_1_1690272866_03-14-26.jpg
8,9,2735.6423,546.6444,3196.9136,860.12726,cam_1_1690272866_03-14-26.jpg
8,10,890.6501,442.9645,1366.8472,617.58044,cam_1_1690272866_03-14-26.jpg
8,8,2998.5164,621.86865,3545.634,976.5672,cam_1_1690272866_03-14-26.jpg
9,1,1191.7584,695.21594,1887.116,959.239,cam_1_1690272896_03-14-56.jpg
9,5,2190.9155,394.6153,2549.3188,645.04016,cam_1_1690272896_03-14-56.jpg
9,6,1709.2043,614.76105,2075.8716,789.668,cam_1_1690272896_03-14-56.jpg
9,13,2490.929,469.485,2767.296,756.0137,cam_1_1690272896_03-14-56.jpg
9,4,2499.8792,805.5003,3464.1218,1471.7292,cam_1_1690272896_03-14-56.jpg
9,9,2782.1882,557.5232,3222.8608,890.9388,cam_1_1690272896_03-14-56.jpg
9,10,922.0792,448.15765,1364.8032,620.5705,cam_1_1690272896_03-14-56.jpg
9,17,1076.0065,510.74536,1526.7545,685.3689,cam_1_1690272896_03-14-56.jpg
