frame,track_id,x1,y1,x2,y2,image
0,1,2492.517,535.724,3023.1853,932.15076,cam_2_1690272026_03-00-26.jpg
0,2,1865.8595,490.3208,2326.3809,766.6566,cam_2_1690272026_03-00-26.jpg
0,3,1783.4004,152.80963,2229.0693,428.89563,cam_2_1690272026_03-00-26.jpg
0,4,3152.3447,357.12415,3791.78,794.2167,cam_2_1690272026_03-00-26.jpg
0,5,2328.3357,140.19711,2674.6267,366.1435,cam_2_1690272026_03-00-26.jpg
0,6,2838.2915,484.326,3246.955,791.79443,cam_2_1690272026_03-00-26.jpg
0,7,2693.5415,129.64642,2959.778,330.8551,cam_2_1690272026_03-00-26.jpg
0,8,2613.093,511.78772,3179.4822,859.1631,cam_2_1690272026_03-00-26.jpg
0,9,2209.928,488.18225,2503.5696,734.6887,cam_2_1690272026_03-00-26.jpg
0,10,3209.7234,307.7229,3743.8665,453.92044,cam_2_1690272026_03-00-26.jpg
0,11,2913.582,465.93494,3381.915,746.1155,cam_2_1690272026_03-00-26.jpg
1,1,2496.1714,539.6344,3019.8223,932.9643,cam_2_1690272101_03-01-41.jpg
1,2,1868.9967,489.9636,2332.2698,766.9368,cam_2_1690272101_03-01-41.jpg
1,3,1724.8477,158.30174,2170.1572,424.8035,cam_2_1690272101_03-01-41.jpg
1,4,3338.1594,365.814,3804.9673,804.7278,cam_2_1690272101_03-01-41.jpg
1,5,2147.2612,141.8674,2507.8901,387.1406,cam_2_1690272101_03-01-41.jpg
1,6,2837.645,467.9628,3250.2612,786.097,cam_2_1690272101_03-01-41.jpg
1,7,2598.5059,127.799614,2845.6394,337.462,cam_2_1690272101_03-01-41.jpg
1,8,2618.724,513.88214,3179.2727,860.01843,cam_2_1690272101_03-01-41.jpg
1,9,2211.6416,491.13348,2514.4583,735.3871,cam_2_1690272101_03-01-41.jpg
1,11,3009.4358,372.69022,3586.865,803.6428,cam_2_1690272101_03-01-41.jpg
2,1,2496.31,543.90076,3022.8699,932.7711,cam_2_1690272191_03-03-11.jpg
2,2,1874.3138,490.89288,2330.7556,767.8996,cam_2_1690272191_03-03-11.jpg
2,3,1639.6746,161.19298,2113.156,463.9276,cam_2_1690272191_03-03-11.jpg
2,4,3376.2188,369.2974,3808.6829,812.26105,cam_2_1690272191_03-03-11.jpg
2,5,2104.8657,142.2788,2496.185,391.41345,cam_2_1690272191_03-03-11.jpg
2,6,2832.9802,466.985,3248.3647,786.16895,cam_2_1690272191_03-03-11.jpg
2,7,2498.0427,131.17406,2777.7969,344.10706,cam_2_1690272191_03-03-11.jpg
2,8,2622.4348,516.41815,3181.0916,860.16754,cam_2_1690272191_03-03-11.jpg
2,9,2200.0066,494.79037,2502.433,734.77795,cam_2_1690272191_03-03-11.jpg
2,11,3040.991,357.68256,3621.487,814.97943,cam_2_1690272191_03-03-11.jpg
3,1,2489.9849,537.37787,3020.51,933.49286,cam_2_1690272281_03-04-41.jpg
