frame,track_id,x1,y1,x2,y2,image
2,1,2499.274571431561,543.9082833093438,3020.0419387019306,932.8000012100547,cam_2_1690272191_03-03-11.jpg
2,2,1871.864908876051,490.8763217029771,2333.361251467812,767.9015321858717,cam_2_1690272191_03-03-11.jpg
2,3,1631.465853550581,161.16950739253406,2119.8917941416667,463.91619766094794,cam_2_1690272191_03-03-11.jpg
2,4,3273.810992891352,369.3390680263311,3911.7805630350686,812.3204803400561,cam_2_1690272191_03-03-11.jpg
2,6,2828.882627319972,467.00663394400345,3252.693595829941,786.208440647232,cam_2_1690272191_03-03-11.jpg
2,7,2500.1312196821345,131.18368585540554,2781.4128777588767,344.1276117592946,cam_2_1690272191_03-03-11.jpg
2,8,2621.6313425226954,516.4306187918869,3182.031353201371,860.202574006024,cam_2_1690272191_03-03-11.jpg
2,9,2207.7544089949333,494.7868446279266,2494.3921298832283,734.7869333412052,cam_2_1690272191_03-03-11.jpg
2,11,2953.6364162721993,357.7264759638889,3709.5722526035556,815.0658545615839,cam_2_1690272191_03-03-11.jpg
3,1,2490.0949053985264,537.3664397638531,3020.448592226964,933.4885467166202,cam_2_1690272281_03-04-41.jpg
3,2,1862.974102074181,483.91209846350984,2340.9257479759144,770.8860750799972,cam_2_1690272281_03-04-41.jpg
3,3,1505.2849676160758,160.62028807548117,2021.6556960437338,485.0959602092239,cam_2_1690272281_03-04-41.jpg
3,4,3275.7489659132652,369.30872204190496,3906.108598781262,812.348426497495,cam_2_1690272281_03-04-41.jpg
3,6,2833.483360019978,464.3759463638818,3259.344716973064,785.7685788667758,cam_2_1690272281_03-04-41.jpg
3,7,2485.8721727717093,131.00857132939797,2762.4297047181917,340.5538152967922,cam_2_1690272281_03-04-41.jpg
3,8,2622.9118857256353,511.54669943417616,3190.559505683473,860.333912424227,cam_2_1690272281_03-04-41.jpg
3,9,2213.5588579066048,492.3234580943806,2513.8231763603744,743.7116667647877,cam_2_1690272281_03-04-41.jpg
3,11,2962.776629201762,354.6308493280885,3723.3782241002987,819.3000120373074,cam_2_1690272281_03-04-41.jpg
3,13,2149.5237094833833,143.62778696827382,2511.080115268442,390.65009811081273,cam_2_1690272281_03-04-41.jpg
4,1,2488.427495017988,535.7154448914478,3019.8002106102194,932.7421386152661,cam_2_1690272341_03-05-41.jpg
4,2,1856.7474533259217,483.50251741133667,2317.219433528147,760.2040041373216,cam_2_1690272341_03-05-41.jpg
4,4,3283.2552612901777,370.48388496539314,3901.1377807389754,810.929545135268,cam_2_1690272341_03-05-41.jpg
4,6,2836.1825638841506,459.81248686484395,3263.4713713481724,783.3965068296638,cam_2_1690272341_03-05-41.jpg
4,7,2482.3818739501194,131.97962680733468,2753.9505970568302,337.5827530669678,cam_2_1690272341_03-05-41.jpg
4,8,2625.0978397142458,513.4917631143778,3188.3210180238293,859.6385084076669,cam_2_1690272341_03-05-41.jpg
4,9,2203.776075536536,490.4049411182755,2516.77554806631,751.9388281724503,cam_2_1690272341_03-05-41.jpg
4,11,2943.8526161115983,351.6483086287635,3702.994614258255,821.4648758344665,cam_2_1690272341_03-05-41.jpg
4,13,2216.35338045417,144.17534215859837,2556.8433526557415,378.9968425805357,cam_2_1690272341_03-05-41.jpg
5,1,2490.7214619906295,534.1973588939265,3023.562591052622,932.6299604889414,cam_2_1690272491_03-08-11.jpg
5,2,1853.8327114356644,485.444671183106,2321.2434450981427,766.8079612795468,cam_2_1690272491_03-08-11.jpg
5,4,3289.046651274458,368.20460685972006,3893.2113758754635,805.4876291805883,cam_2_1690272491_03-08-11.jpg
5,6,2833.030089421134,465.6988458102379,3253.08640568882,784.2937297020399,cam_2_1690272491_03-08-11.jpg
5,8,2619.621249349551,513.5589706901391,3180.500105585672,858.1804374055534,cam_2_1690272491_03-08-11.jpg
5,9,2201.525448259894,485.8797397275207,2507.7332671426616,739.5632983169735,cam_2_1690272491_03-08-11.jpg
5,11,2977.633462335631,358.0141270489422,3707.8265893882094,814.1969239567247,cam_2_1690272491_03-08-11.jpg
5,13,2289.187507541773,137.46949232426084,2624.18391019227,373.7862098265002,cam_2_1690272491_03-08-11.jpg
5,15,1858.234481461904,157.14662224002765,2060.5634197518566,444.1650968051764,cam_2_1690272491_03-08-11.jpg
6,1,2490.354924032441,541.0939857925264,3013.3875292513394,931.515024052783,cam_2_1690272551_03-09-11.jpg
6,2,1845.7904411194884,484.59175660741187,2336.8097789704548,780.8365705256784,cam_2_1690272551_03-09-11.jpg
6,4,3324.5394819058934,364.8710297762374,3839.7732286220535,741.4544007002806,cam_2_1690272551_03-09-11.jpg
6,6,2832.4985480516866,466.8427747781718,3255.240534463956,787.7681781773672,cam_2_1690272551_03-09-11.jpg
6,8,2620.402311349964,513.9218225525242,3182.280589581324,859.6059363070389,cam_2_1690272551_03-09-11.jpg
6,9,2216.056451938567,482.3266429104374,2521.168244074901,733.6922607157458,cam_2_1690272551_03-09-11.jpg
6,11,3013.1725536893355,374.02121768466634,3760.588227403342,846.2176158006228,cam_2_1690272551_03-09-11.jpg
6,13,2315.7297467223543,138.88360179251362,2634.368702187552,369.5753633547641,cam_2_1690272551_03-09-11.jpg
6,15,1863.5511515307016,158.43173053037506,2069.024433128186,451.9042639489767,cam_2_1690272551_03-09-11.jpg
6,16,2140.1176377227976,151.69141118926396,2361.0021602557513,391.12278838372185,cam_2_1690272551_03-09-11.jpg
7,1,2488.447909463408,540.3500987705046,3015.603344824576,933.5934546728968,cam_2_1690272626_03-10-26.jpg
7,2,1853.692036182812,485.0988458400466,2334.49157543749,775.1510038878307,cam_2_1690272626_03-10-26.jpg
7,4,3386.47424996766,367.23284655870407,3818.8902837892865,680.2944937570146,cam_2_1690272626_03-10-26.jpg
7,6,2834.2849896871826,466.15342228452755,3257.178827003303,787.5114940982571,cam_2_1690272626_03-10-26.jpg
7,8,2620.3075215131817,510.743022767708,3187.4924354902387,860.5497718973243,cam_2_1690272626_03-10-26.jpg
7,9,2219.162856087593,481.8245034906346,2522.9523349478263,730.3094062042356,cam_2_1690272626_03-10-26.jpg
7,11,3037.7335003730855,376.7658243622111,3792.5439637064337,860.3362689093519,cam_2_1690272626_03-10-26.jpg
7,13,2324.3401564628853,136.32971200629586,2639.505554554729,370.47076197815784,cam_2_1690272626_03-10-26.jpg
7,15,1871.8520747749542,157.0628641684859,2079.5102838455214,455.348269515355,cam_2_1690272626_03-10-26.jpg
7,16,2139.1141904048145,151.98431112960333,2363.556419579081,392.4724312577476,cam_2_1690272626_03-10-26.jpg
8,1,2491.286808690047,543.2355778917891,3012.9905454955256,931.648189912993,cam_2_1690272866_03-14-26.jpg
8,2,1830.6342305242706,481.97366872356736,2334.2852106579585,787.0995727342972,cam_2_1690272866_03-14-26.jpg
8,6,2829.311479897747,464.70285561288944,3253.0662239357275,788.2053119438235,cam_2_1690272866_03-14-26.jpg
8,8,2626.827778330119,515.6646896524865,3183.758962290806,859.6581632693909,cam_2_1690272866_03-14-26.jpg
8,9,2209.8109978601647,484.84846881849126,2518.660528279433,737.7454252892942,cam_2_1690272866_03-14-26.jpg
8,13,2363.6461931949716,137.96340947738042,2655.1097250625007,360.2137335641563,cam_2_1690272866_03-14-26.jpg
8,15,1866.9400204286726,159.13830629812756,2076.014648248864,461.8515451210852,cam_2_1690272866_03-14-26.jpg
8,16,2142.190818461152,153.17982773662095,2372.2587553784597,396.3206290926737,cam_2_1690272866_03-14-26.jpg
9,1,2491.468449073546,541.3136344660775,3015.5234454923593,930.9355216194892,cam_2_1690272896_03-14-56.jpg
9,2,1846.228597892721,485.11922218973524,2333.6293240926893,780.4031336160162,cam_2_1690272896_03-14-56.jpg
9,6,2824.109138483178,463.8923373967185,3248.0319623742557,788.9301987705758,cam_2_1690272896_03-14-56.jpg
9,8,2624.9943743131394,514.0843013216927,3183.134542234842,859.2286994351897,cam_2_1690272896_03-14-56.jpg
9,9,2200.782676699415,484.6321084965955,2507.069174163944,735.4234426304156,cam_2_1690272896_03-14-56.jpg
9,13,2386.6331832034375,137.53540881416842,2663.9175555774514,353.63284373443236,cam_2_1690272896_03-14-56.jpg
9,15,1923.860184124683,157.37831517437746,2126.2937068268193,442.5870548105038,cam_2_1690272896_03-14-56.jpg
9,16,2172.625263103994,158.05936327512902,2397.502877468635,391.35456785464703,cam_2_1690272896_03-14-56.jpg
9,21,3318.2111386207166,216.014520214367,3545.7977218860133,436.00019288839405,cam_2_1690272896_03-14-56.jpg
10,1,2487.9147642227954,538.2284542752707,3016.560490240272,930.9805030366547,cam_2_1690273031_03-17-11.jpg
10,6,2826.231456979221,459.9433593662534,3251.493780995709,788.2515992141118,cam_2_1690273031_03-17-11.jpg
10,8,2631.053568211819,514.1826985817107,3178.622093253651,853.5604428829917,cam_2_1690273031_03-17-11.jpg
10,9,2188.5136478959544,484.17392942244163,2491.732020743934,728.9680014699301,cam_2_1690273031_03-17-11.jpg
10,13,2399.6771559958624,136.96890635509476,2662.2180694305994,346.2408004900002,cam_2_1690273031_03-17-11.jpg
10,16,2157.156922017192,148.75986314969782,2396.186338556747,401.6309976516121,cam_2_1690273031_03-17-11.jpg
10,21,3305.296658921427,213.53294163293083,3534.2606054094035,437.55851884102196,cam_2_1690273031_03-17-11.jpg
10,23,3138.2526662467085,407.30110349229074,3548.5184264078375,673.7670322938404,cam_2_1690273031_03-17-11.jpg
10,24,2630.3433572628387,133.14860466833596,2856.5082330224363,338.9670405701437,cam_2_1690273031_03-17-11.jpg
11,1,2484.6855225249565,538.7383511426243,3014.5803178513697,932.4509496473828,cam_2_1690273046_03-17-26.jpg
11,6,2826.585662148438,460.58583884837014,3251.5331973261605,790.774863837922,cam_2_1690273046_03-17-26.jpg
11,8,2628.8245914952668,513.0823453761421,3182.8613472094144,857.6813559910817,cam_2_1690273046_03-17-26.jpg
11,9,2196.433298380817,484.01993018204826,2498.45179432255,725.1436160457488,cam_2_1690273046_03-17-26.jpg
11,13,2404.9317532358614,136.1379429027373,2658.6935664353127,342.92257829745427,cam_2_1690273046_03-17-26.jpg
11,16,2150.2454237483835,148.07595677493197,2384.8538016961234,401.2159542165384,cam_2_1690273046_03-17-26.jpg
11,21,3300.3199247408174,213.28040174750436,3526.622415918366,438.9614395014728,cam_2_1690273046_03-17-26.jpg
11,23,3134.915518174034,404.79582580915496,3549.076854330032,673.641971120604,cam_2_1690273046_03-17-26.jpg
11,24,2636.2570063584085,133.4866317855629,2863.790265260682,339.86578782108785,cam_2_1690273046_03-17-26.jpg
11,25,410.82868908153796,199.48781187199623,728.3758904941974,675.5131198258231,cam_2_1690273046_03-17-26.jpg
12,1,2478.7897672032987,534.4220267579211,3015.5352535617762,932.9468245168456,cam_2_1690273196_03-19-56.jpg
12,6,2828.941921073068,460.15034496557087,3249.0840013750244,788.2411038245207,cam_2_1690273196_03-19-56.jpg
12,8,2629.481628192665,515.1971043996152,3182.8265441037784,859.9950833898539,cam_2_1690273196_03-19-56.jpg
12,9,2199.5858640096512,485.7194477991866,2497.416801992789,721.6816250453699,cam_2_1690273196_03-19-56.jpg
12,13,2407.9758315126855,136.74561033743709,2651.860890070506,339.46720453980345,cam_2_1690273196_03-19-56.jpg
12,16,2106.6843790326598,146.08618480049768,2332.9720005059303,395.32471809206163,cam_2_1690273196_03-19-56.jpg
12,23,3134.4256946148575,403.9529815501837,3550.5277338080723,673.9360050648734,cam_2_1690273196_03-19-56.jpg
12,24,2649.1086472109396,135.84437810975527,2868.7458349332956,335.0338331327039,cam_2_1690273196_03-19-56.jpg
12,27,1700.1017643856626,223.31710641414892,2308.9227525295846,704.1295102855597,cam_2_1690273196_03-19-56.jpg
12,28,2329.6734496531917,147.4503965964196,2459.451729140583,388.3639820105401,cam_2_1690273196_03-19-56.jpg
13,1,2481.8997214762385,534.410867260748,3018.5889000734046,933.2194647905013,cam_2_1690273271_03-21-11.jpg
13,6,2832.2537681949802,461.94705849456045,3245.7507515393513,786.1057153907068,cam_2_1690273271_03-21-11.jpg
13,8,2631.4384462500966,517.0647875455081,3181.39431218797,860.4671932765023,cam_2_1690273271_03-21-11.jpg
13,9,2193.8956755287063,484.8831302108806,2496.954005826502,722.8725485982459,cam_2_1690273271_03-21-11.jpg
13,13,2407.1714270455764,131.62247219897188,2653.344198773652,340.4415456030738,cam_2_1690273271_03-21-11.jpg
13,16,2107.292974815838,144.83172373136605,2333.9656442832156,397.16851570734786,cam_2_1690273271_03-21-11.jpg
13,23,3134.274073965895,400.9027709902389,3553.594063242449,673.0816071909962,cam_2_1690273271_03-21-11.jpg
13,24,2646.882794363472,137.1747942694557,2863.890481653216,334.0023268802794,cam_2_1690273271_03-21-11.jpg
13,27,1705.8804410258597,220.72665707806925,2315.8947960798037,703.9784066596043,cam_2_1690273271_03-21-11.jpg
13,28,2328.9735469976604,143.69746752867655,2459.7003369149634,384.9427287266843,cam_2_1690273271_03-21-11.jpg
14,1,2484.747052507819,538.5978898277856,3016.93312731172,933.8243106261978,cam_2_1690273331_03-22-11.jpg
14,6,2846.34969269359,461.76358052709304,3257.8750933046726,784.4991648429007,cam_2_1690273331_03-22-11.jpg
14,8,2631.6013281795895,519.6375466283209,3176.218818788583,859.6517072182904,cam_2_1690273331_03-22-11.jpg
14,9,2195.880719089441,483.42032015973143,2502.5815069754635,722.5134087231711,cam_2_1690273331_03-22-11.jpg
14,13,2409.1043755145874,129.98422689296018,2652.679936633173,340.0208142695077,cam_2_1690273331_03-22-11.jpg
14,16,2109.8287623110255,142.44064285984527,2336.5845805917074,397.07502570372344,cam_2_1690273331_03-22-11.jpg
14,23,3132.846543259365,403.8685952863059,3547.530831355889,672.6046119930609,cam_2_1690273331_03-22-11.jpg
14,24,2684.1683244932356,139.03425675207964,2905.5308597619687,339.53109107694434,cam_2_1690273331_03-22-11.jpg
14,27,1711.463438549592,221.58477659701597,2318.5017799425323,705.9261924089408,cam_2_1690273331_03-22-11.jpg
14,28,2322.8000223245995,144.3701984354576,2452.3138769142934,382.3282304794162,cam_2_1690273331_03-22-11.jpg
14,29,2569.345668422819,135.82382207098186,2697.928835334767,330.77853180455077,cam_2_1690273331_03-22-11.jpg
15,1,2483.9923544516887,535.2065621085555,3019.3383031457256,932.1600889703956,cam_2_1690273436_03-23-56.jpg
15,6,2847.3691725817066,461.16873949717433,3258.591981726744,784.2371843064989,cam_2_1690273436_03-23-56.jpg
15,8,2641.4487582175148,507.98094370653564,3191.295559816821,854.3664655768378,cam_2_1690273436_03-23-56.jpg
15,9,2198.168194506689,483.79425114518267,2504.5138993290666,720.7686581511014,cam_2_1690273436_03-23-56.jpg
15,13,2407.769507940473,129.253591935543,2647.4706742441304,340.21464693243104,cam_2_1690273436_03-23-56.jpg
15,16,2121.2091533852526,141.9900857342442,2346.8280390656655,396.38731718284293,cam_2_1690273436_03-23-56.jpg
15,23,3136.464695252113,406.22500150879296,3548.40645456445,673.0616218638661,cam_2_1690273436_03-23-56.jpg
15,24,2674.000291071474,135.59742759550466,2893.362091402026,335.9457772452664,cam_2_1690273436_03-23-56.jpg
15,27,1705.9214667154906,218.18325560942756,2305.923457032017,701.2298568837007,cam_2_1690273436_03-23-56.jpg
15,28,2331.560803024241,141.60958705057442,2460.1274593450144,376.7191760168731,cam_2_1690273436_03-23-56.jpg
15,29,2574.394115327841,135.8956968780621,2702.8694189045864,331.11130531908793,cam_2_1690273436_03-23-56.jpg
16,1,2483.686873491246,535.7738549975445,3018.5581089511647,932.5084880526301,cam_2_1690273541_03-25-41.jpg
16,6,2848.0183402092234,460.5572978918863,3259.0212591308323,784.0131862942212,cam_2_1690273541_03-25-41.jpg
16,8,2638.352191019353,513.1940183488973,3184.3674394968334,857.2692651351481,cam_2_1690273541_03-25-41.jpg
16,9,2196.9397860445956,483.60968865327254,2505.553111107935,720.493596464115,cam_2_1690273541_03-25-41.jpg
16,13,2412.0560782007888,132.33408253397613,2641.5081072807902,337.8869827562959,cam_2_1690273541_03-25-41.jpg
16,16,2154.0075115944323,144.32472720135598,2368.1540589607675,388.72687303766236,cam_2_1690273541_03-25-41.jpg
16,23,3135.3823210367145,405.15332772377485,3546.6111401882163,671.959146014786,cam_2_1690273541_03-25-41.jpg
16,24,2710.8332188284544,133.0615920412114,2931.945967956433,330.92909167771586,cam_2_1690273541_03-25-41.jpg
16,27,1708.2425557614438,219.69738211613827,2302.8045396345465,703.3266196335624,cam_2_1690273541_03-25-41.jpg
16,28,2340.023031187819,142.708124770898,2464.7304626929126,371.4157306289475,cam_2_1690273541_03-25-41.jpg
16,29,2567.7104769658827,136.5692209049506,2693.1041199324786,326.65438390873845,cam_2_1690273541_03-25-41.jpg
17,1,2487.938950108362,543.6327506006123,3012.772583130908,931.2786882327489,cam_2_1690273826_03-30-26.jpg
17,6,2794.4364965832347,418.49251804168046,3292.306262501003,817.2040968940756,cam_2_1690273826_03-30-26.jpg
