camera,timestamp,image_path,label_path,,splithas_label
cam_1,1690271846,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271846_02-57-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271846_02-57-26.txt,True,train
cam_1,1690271861,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271861_02-57-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271861_02-57-41.txt,True,train
cam_1,1690271876,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271876_02-57-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271876_02-57-56.txt,True,train
cam_1,1690271891,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271891_02-58-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271891_02-58-11.txt,True,train
cam_1,1690271906,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271906_02-58-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271906_02-58-26.txt,True,train
cam_1,1690271921,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271921_02-58-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271921_02-58-41.txt,True,train
cam_1,1690271936,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271936_02-58-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271936_02-58-56.txt,True,train
cam_1,1690271951,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271951_02-59-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271951_02-59-11.txt,True,train
cam_1,1690271966,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271966_02-59-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271966_02-59-26.txt,True,val
cam_1,1690271981,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271981_02-59-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271981_02-59-41.txt,True,train
cam_1,1690271996,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690271996_02-59-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690271996_02-59-56.txt,True,train
cam_1,1690272011,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272011_03-00-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272011_03-00-11.txt,True,train
cam_1,1690272026,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272026_03-00-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272026_03-00-26.txt,True,test
cam_1,1690272041,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272041_03-00-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272041_03-00-41.txt,True,train
cam_1,1690272056,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272056_03-00-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272056_03-00-56.txt,True,val
cam_1,1690272071,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272071_03-01-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272071_03-01-11.txt,True,train
cam_1,1690272086,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272086_03-01-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272086_03-01-26.txt,True,train
cam_1,1690272101,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272101_03-01-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272101_03-01-41.txt,True,test
cam_1,1690272116,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272116_03-01-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272116_03-01-56.txt,True,train
cam_1,1690272131,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272131_03-02-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272131_03-02-11.txt,True,val
cam_1,1690272146,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272146_03-02-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272146_03-02-26.txt,True,train
cam_1,1690272161,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272161_03-02-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272161_03-02-41.txt,True,train
cam_1,1690272176,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272176_03-02-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272176_03-02-56.txt,True,train
cam_1,1690272191,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272191_03-03-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272191_03-03-11.txt,True,test
cam_1,1690272206,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272206_03-03-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272206_03-03-26.txt,True,train
cam_1,1690272221,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272221_03-03-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272221_03-03-41.txt,True,val
cam_1,1690272236,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272236_03-03-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272236_03-03-56.txt,True,val
cam_1,1690272251,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272251_03-04-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272251_03-04-11.txt,True,train
cam_1,1690272266,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272266_03-04-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272266_03-04-26.txt,True,train
cam_1,1690272281,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272281_03-04-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272281_03-04-41.txt,True,test
cam_1,1690272296,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272296_03-04-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272296_03-04-56.txt,True,train
cam_1,1690272311,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272311_03-05-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272311_03-05-11.txt,True,val
cam_1,1690272326,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272326_03-05-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272326_03-05-26.txt,True,val
cam_1,1690272341,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272341_03-05-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272341_03-05-41.txt,True,test
cam_1,1690272356,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272356_03-05-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272356_03-05-56.txt,True,train
cam_1,1690272371,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272371_03-06-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272371_03-06-11.txt,True,train
cam_1,1690272386,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272386_03-06-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272386_03-06-26.txt,True,train
cam_1,1690272401,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272401_03-06-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272401_03-06-41.txt,True,train
cam_1,1690272416,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272416_03-06-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272416_03-06-56.txt,True,train
cam_1,1690272431,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272431_03-07-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272431_03-07-11.txt,True,train
cam_1,1690272446,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272446_03-07-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272446_03-07-26.txt,True,train
cam_1,1690272461,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272461_03-07-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272461_03-07-41.txt,True,train
cam_1,1690272476,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272476_03-07-56.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272476_03-07-56.txt,True,train
cam_1,1690272491,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272491_03-08-11.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272491_03-08-11.txt,True,test
cam_1,1690272506,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272506_03-08-26.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272506_03-08-26.txt,True,train
cam_1,1690272521,/home/oussema/pfa-mmcows/store/data/raw/visual_data/images/0725/cam_1/1690272521_03-08-41.jpg,/home/oussema/pfa-mmcows/store/data/raw/visual_data/labels/combined/0725/cam_1/1690272521_03-08-41.txt,True,val
